,subject,predicate,object
37963,15737814,isAge,41
37964,15737814,inCountry,France
37965,15737814,hasBalance,127087.06
37966,15737814,hasNumberOfProducts,1
37967,15737814,hasCreditCard,True
37968,15737814,IsActiveMember,False
37969,15737814,hasChurned,True
37970,15737814,TenureOf,2
37971,15737814,hasEstimatedSalaryOf,102402.91
37972,15629299,hasCreditScoreOf,546
37973,15629299,hasGender,Female
37974,15629299,isAge,52
37975,15629299,inCountry,Germany
37976,15629299,hasBalance,106074.89
37977,15629299,hasNumberOfProducts,1
37978,15629299,hasCreditCard,True
37979,15629299,IsActiveMember,True
37980,15629299,hasChurned,True
37981,15629299,TenureOf,1
37982,15629299,hasEstimatedSalaryOf,23548.45
37983,15785654,hasCreditScoreOf,727
37984,15785654,hasGender,Male
37985,15785654,isAge,45
37986,15785654,inCountry,Germany
37987,15785654,hasBalance,114422.85
37988,15785654,hasNumberOfProducts,2
37989,15785654,hasCreditCard,True
37990,15785654,IsActiveMember,True
37991,15785654,hasChurned,True
37992,15785654,TenureOf,6
37993,15785654,hasEstimatedSalaryOf,104678.78
37994,15797381,hasCreditScoreOf,593
37995,15797381,hasGender,Female
37996,15797381,isAge,48
37997,15797381,inCountry,Germany
37998,15797381,hasBalance,133903.12
37999,15797381,hasNumberOfProducts,2
38000,15797381,hasCreditCard,True
38001,15797381,IsActiveMember,True
38002,15797381,hasChurned,True
38003,15797381,TenureOf,3
38004,15797381,hasEstimatedSalaryOf,85902.39
38005,15654457,hasCreditScoreOf,685
38006,15654457,hasGender,Female
38007,15654457,isAge,30
38008,15654457,inCountry,Spain
38009,15654457,hasBalance,0.0
38010,15654457,hasNumberOfProducts,3
38011,15654457,hasCreditCard,True
38012,15654457,IsActiveMember,True
38013,15654457,hasChurned,True
38014,15654457,TenureOf,2
38015,15654457,hasEstimatedSalaryOf,172576.43
38016,15658067,hasCreditScoreOf,636
38017,15658067,hasGender,Female
38018,15658067,isAge,48
38019,15658067,inCountry,Germany
38020,15658067,hasBalance,120568.41
38021,15658067,hasNumberOfProducts,1
38022,15658067,hasCreditCard,True
38023,15658067,IsActiveMember,False
38024,15658067,hasChurned,True
38025,15658067,TenureOf,3
38026,15658067,hasEstimatedSalaryOf,190160.04
38027,15665283,hasCreditScoreOf,610
38028,15665283,hasGender,Female
38029,15665283,isAge,57
38030,15665283,inCountry,France
38031,15665283,hasBalance,72092.95
38032,15665283,hasNumberOfProducts,4
38033,15665283,hasCreditCard,False
38034,15665283,IsActiveMember,True
38035,15665283,hasChurned,True
38036,15665283,TenureOf,7
38037,15665283,hasEstimatedSalaryOf,113228.82
38038,15636592,hasCreditScoreOf,651
38039,15636592,hasGender,Male
38040,15636592,isAge,35
38041,15636592,inCountry,France
38042,15636592,hasBalance,181821.96
38043,15636592,hasNumberOfProducts,2
38044,15636592,hasCreditCard,False
38045,15636592,IsActiveMember,True
38046,15636592,hasChurned,True
38047,15636592,TenureOf,0
38048,15636592,hasEstimatedSalaryOf,36923.67
38049,15673877,hasCreditScoreOf,490
38050,15673877,hasGender,Male
38051,15673877,isAge,39
38052,15673877,inCountry,France
38053,15673877,hasBalance,0.0
38054,15673877,hasNumberOfProducts,3
38055,15673877,hasCreditCard,True
38056,15673877,IsActiveMember,False
38057,15673877,hasChurned,True
38058,15673877,TenureOf,1
38059,15673877,hasEstimatedSalaryOf,171060.01
38060,15760865,hasCreditScoreOf,754
38061,15760865,hasGender,Female
38062,15760865,isAge,48
38063,15760865,inCountry,Germany
38064,15760865,hasBalance,141819.02
38065,15760865,hasNumberOfProducts,1
38066,15760865,hasCreditCard,True
38067,15760865,IsActiveMember,False
38068,15760865,hasChurned,True
38069,15760865,TenureOf,7
38070,15760865,hasEstimatedSalaryOf,93550.53
38071,15705009,hasCreditScoreOf,649
38072,15705009,hasGender,Female
38073,15705009,isAge,56
38074,15705009,inCountry,France
38075,15705009,hasBalance,156974.26
38076,15705009,hasNumberOfProducts,1
38077,15705009,hasCreditCard,True
38078,15705009,IsActiveMember,False
38079,15705009,hasChurned,True
38080,15705009,TenureOf,8
38081,15705009,hasEstimatedSalaryOf,89405.26
38082,15694765,hasCreditScoreOf,610
38083,15694765,hasGender,Male
38084,15694765,isAge,49
38085,15694765,inCountry,Germany
38086,15694765,hasBalance,113882.33
38087,15694765,hasNumberOfProducts,1
38088,15694765,hasCreditCard,True
38089,15694765,IsActiveMember,False
38090,15694765,hasChurned,True
38091,15694765,TenureOf,6
38092,15694765,hasEstimatedSalaryOf,195813.81
38093,15650488,hasCreditScoreOf,492
38094,15650488,hasGender,Female
38095,15650488,isAge,48
38096,15650488,inCountry,France
38097,15650488,hasBalance,127253.98
38098,15650488,hasNumberOfProducts,1
38099,15650488,hasCreditCard,True
38100,15650488,IsActiveMember,True
38101,15650488,hasChurned,True
38102,15650488,TenureOf,6
38103,15650488,hasEstimatedSalaryOf,92144.09
38104,15700263,hasCreditScoreOf,569
38105,15700263,hasGender,Male
38106,15700263,isAge,66
38107,15700263,inCountry,France
38108,15700263,hasBalance,0.0
38109,15700263,hasNumberOfProducts,1
38110,15700263,hasCreditCard,True
38111,15700263,IsActiveMember,False
38112,15700263,hasChurned,True
38113,15700263,TenureOf,2
38114,15700263,hasEstimatedSalaryOf,130784.2
38115,15710087,hasCreditScoreOf,705
38116,15710087,hasGender,Female
38117,15710087,isAge,54
38118,15710087,inCountry,Germany
38119,15710087,hasBalance,125889.3
38120,15710087,hasNumberOfProducts,3
38121,15710087,hasCreditCard,True
38122,15710087,IsActiveMember,False
38123,15710087,hasChurned,True
38124,15710087,TenureOf,3
38125,15710087,hasEstimatedSalaryOf,96013.5
38126,15679884,hasCreditScoreOf,544
38127,15679884,hasGender,Male
38128,15679884,isAge,48
38129,15679884,inCountry,France
38130,15679884,hasBalance,78314.63
38131,15679884,hasNumberOfProducts,3
38132,15679884,hasCreditCard,True
38133,15679884,IsActiveMember,True
38134,15679884,hasChurned,True
38135,15679884,TenureOf,10
38136,15679884,hasEstimatedSalaryOf,103713.93
38137,15784180,hasCreditScoreOf,564
38138,15784180,hasGender,Female
38139,15784180,isAge,36
38140,15784180,inCountry,France
38141,15784180,hasBalance,206329.65
38142,15784180,hasNumberOfProducts,1
38143,15784180,hasCreditCard,True
38144,15784180,IsActiveMember,True
38145,15784180,hasChurned,True
38146,15784180,TenureOf,7
38147,15784180,hasEstimatedSalaryOf,46632.87
38148,15804853,hasCreditScoreOf,781
38149,15804853,hasGender,Female
38150,15804853,isAge,48
38151,15804853,inCountry,France
38152,15804853,hasBalance,57098.96
38153,15804853,hasNumberOfProducts,1
38154,15804853,hasCreditCard,True
38155,15804853,IsActiveMember,False
38156,15804853,hasChurned,True
38157,15804853,TenureOf,0
38158,15804853,hasEstimatedSalaryOf,85644.06
38159,15651627,hasCreditScoreOf,628
38160,15651627,hasGender,Male
38161,15651627,isAge,39
38162,15651627,inCountry,Germany
38163,15651627,hasBalance,115341.19
38164,15651627,hasNumberOfProducts,1
38165,15651627,hasCreditCard,True
38166,15651627,IsActiveMember,True
38167,15651627,hasChurned,True
38168,15651627,TenureOf,1
38169,15651627,hasEstimatedSalaryOf,107674.3
38170,15803750,hasCreditScoreOf,750
38171,15803750,hasGender,Female
38172,15803750,isAge,33
38173,15803750,inCountry,Spain
38174,15803750,hasBalance,161801.47
38175,15803750,hasNumberOfProducts,1
38176,15803750,hasCreditCard,False
38177,15803750,IsActiveMember,True
38178,15803750,hasChurned,True
38179,15803750,TenureOf,3
38180,15803750,hasEstimatedSalaryOf,153288.97
38181,15738889,hasCreditScoreOf,658
38182,15738889,hasGender,Male
38183,15738889,isAge,42
38184,15738889,inCountry,France
38185,15738889,hasBalance,102870.93
38186,15738889,hasNumberOfProducts,1
38187,15738889,hasCreditCard,False
38188,15738889,IsActiveMember,True
38189,15738889,hasChurned,True
38190,15738889,TenureOf,8
38191,15738889,hasEstimatedSalaryOf,103764.55
38192,15569249,hasCreditScoreOf,576
38193,15569249,hasGender,Female
38194,15569249,isAge,55
38195,15569249,inCountry,France
38196,15569249,hasBalance,44582.07
38197,15569249,hasNumberOfProducts,3
38198,15569249,hasCreditCard,False
38199,15569249,IsActiveMember,True
38200,15569249,hasChurned,True
38201,15569249,TenureOf,6
38202,15569249,hasEstimatedSalaryOf,67539.85
38203,15706232,hasCreditScoreOf,595
38204,15706232,hasGender,Male
38205,15706232,isAge,52
38206,15706232,inCountry,France
38207,15706232,hasBalance,0.0
38208,15706232,hasNumberOfProducts,1
38209,15706232,hasCreditCard,True
38210,15706232,IsActiveMember,True
38211,15706232,hasChurned,True
38212,15706232,TenureOf,9
38213,15706232,hasEstimatedSalaryOf,106340.66
38214,15770039,hasCreditScoreOf,572
38215,15770039,hasGender,Male
38216,15770039,isAge,39
38217,15770039,inCountry,Germany
38218,15770039,hasBalance,112290.22
38219,15770039,hasNumberOfProducts,1
38220,15770039,hasCreditCard,True
38221,15770039,IsActiveMember,False
38222,15770039,hasChurned,True
38223,15770039,TenureOf,4
38224,15770039,hasEstimatedSalaryOf,49373.97
38225,15622631,hasCreditScoreOf,588
38226,15622631,hasGender,Male
38227,15622631,isAge,44
38228,15622631,inCountry,France
38229,15622631,hasBalance,154409.74
38230,15622631,hasNumberOfProducts,1
38231,15622631,hasCreditCard,True
38232,15622631,IsActiveMember,False
38233,15622631,hasChurned,True
38234,15622631,TenureOf,8
38235,15622631,hasEstimatedSalaryOf,49324.03
38236,15752801,hasCreditScoreOf,518
38237,15752801,hasGender,Male
38238,15752801,isAge,29
38239,15752801,inCountry,Germany
38240,15752801,hasBalance,125961.74
38241,15752801,hasNumberOfProducts,2
38242,15752801,hasCreditCard,True
38243,15752801,IsActiveMember,False
38244,15752801,hasChurned,True
38245,15752801,TenureOf,9
38246,15752801,hasEstimatedSalaryOf,160303.08
38247,15808175,hasCreditScoreOf,557
38248,15808175,hasGender,Female
38249,15808175,isAge,39
38250,15808175,inCountry,France
38251,15808175,hasBalance,49572.73
38252,15808175,hasNumberOfProducts,1
38253,15808175,hasCreditCard,True
38254,15808175,IsActiveMember,False
38255,15808175,hasChurned,True
38256,15808175,TenureOf,7
38257,15808175,hasEstimatedSalaryOf,115287.99
38258,15640074,hasCreditScoreOf,666
38259,15640074,hasGender,Female
38260,15640074,isAge,47
38261,15640074,inCountry,Spain
38262,15640074,hasBalance,0.0
38263,15640074,hasNumberOfProducts,1
38264,15640074,hasCreditCard,False
38265,15640074,IsActiveMember,False
38266,15640074,hasChurned,True
38267,15640074,TenureOf,5
38268,15640074,hasEstimatedSalaryOf,166650.9
38269,15776156,hasCreditScoreOf,521
38270,15776156,hasGender,Male
38271,15776156,isAge,27
38272,15776156,inCountry,France
38273,15776156,hasBalance,121325.84
38274,15776156,hasNumberOfProducts,1
38275,15776156,hasCreditCard,True
38276,15776156,IsActiveMember,True
38277,15776156,hasChurned,True
38278,15776156,TenureOf,4
38279,15776156,hasEstimatedSalaryOf,164223.7
38280,15715750,hasCreditScoreOf,646
38281,15715750,hasGender,Female
38282,15715750,isAge,44
38283,15715750,inCountry,Germany
38284,15715750,hasBalance,113063.83
38285,15715750,hasNumberOfProducts,1
38286,15715750,hasCreditCard,False
38287,15715750,IsActiveMember,False
38288,15715750,hasChurned,True
38289,15715750,TenureOf,2
38290,15715750,hasEstimatedSalaryOf,53072.49
38291,15638610,hasCreditScoreOf,635
38292,15638610,hasGender,Female
38293,15638610,isAge,65
38294,15638610,inCountry,Germany
38295,15638610,hasBalance,117325.54
38296,15638610,hasNumberOfProducts,1
38297,15638610,hasCreditCard,True
38298,15638610,IsActiveMember,False
38299,15638610,hasChurned,True
38300,15638610,TenureOf,5
38301,15638610,hasEstimatedSalaryOf,155799.86
38302,15767729,hasCreditScoreOf,646
38303,15767729,hasGender,Male
38304,15767729,isAge,25
38305,15767729,inCountry,Spain
38306,15767729,hasBalance,182876.88
38307,15767729,hasNumberOfProducts,2
38308,15767729,hasCreditCard,True
38309,15767729,IsActiveMember,True
38310,15767729,hasChurned,True
38311,15767729,TenureOf,5
38312,15767729,hasEstimatedSalaryOf,42537.59
38313,15768600,hasCreditScoreOf,805
38314,15768600,hasGender,Male
38315,15768600,isAge,50
38316,15768600,inCountry,Germany
38317,15768600,hasBalance,130023.38
38318,15768600,hasNumberOfProducts,1
38319,15768600,hasCreditCard,True
38320,15768600,IsActiveMember,False
38321,15768600,hasChurned,True
38322,15768600,TenureOf,9
38323,15768600,hasEstimatedSalaryOf,62989.82
38324,15796813,hasCreditScoreOf,493
38325,15796813,hasGender,Male
38326,15796813,isAge,54
38327,15796813,inCountry,France
38328,15796813,hasBalance,167831.88
38329,15796813,hasNumberOfProducts,2
38330,15796813,hasCreditCard,True
38331,15796813,IsActiveMember,False
38332,15796813,hasChurned,True
38333,15796813,TenureOf,3
38334,15796813,hasEstimatedSalaryOf,150159.95
38335,15711446,hasCreditScoreOf,569
38336,15711446,hasGender,Female
38337,15711446,isAge,51
38338,15711446,inCountry,Spain
38339,15711446,hasBalance,0.0
38340,15711446,hasNumberOfProducts,3
38341,15711446,hasCreditCard,True
38342,15711446,IsActiveMember,False
38343,15711446,hasChurned,True
38344,15711446,TenureOf,3
38345,15711446,hasEstimatedSalaryOf,75084.96
38346,15672432,hasCreditScoreOf,594
38347,15672432,hasGender,Female
38348,15672432,isAge,53
38349,15672432,inCountry,France
38350,15672432,hasBalance,0.0
38351,15672432,hasNumberOfProducts,1
38352,15672432,hasCreditCard,True
38353,15672432,IsActiveMember,False
38354,15672432,hasChurned,True
38355,15672432,TenureOf,4
38356,15672432,hasEstimatedSalaryOf,5408.74
38357,15580914,hasCreditScoreOf,478
38358,15580914,hasGender,Male
38359,15580914,isAge,48
38360,15580914,inCountry,Spain
38361,15580914,hasBalance,83287.05
38362,15580914,hasNumberOfProducts,2
38363,15580914,hasCreditCard,False
38364,15580914,IsActiveMember,True
38365,15580914,hasChurned,True
38366,15580914,TenureOf,0
38367,15580914,hasEstimatedSalaryOf,44147.95
38368,15767264,hasCreditScoreOf,465
38369,15767264,hasGender,Male
38370,15767264,isAge,53
38371,15767264,inCountry,Germany
38372,15767264,hasBalance,117438.17
38373,15767264,hasNumberOfProducts,1
38374,15767264,hasCreditCard,False
38375,15767264,IsActiveMember,False
38376,15767264,hasChurned,True
38377,15767264,TenureOf,1
38378,15767264,hasEstimatedSalaryOf,74898.8
38379,15789611,hasCreditScoreOf,568
38380,15789611,hasGender,Male
38381,15789611,isAge,46
38382,15789611,inCountry,Germany
38383,15789611,hasBalance,150836.92
38384,15789611,hasNumberOfProducts,1
38385,15789611,hasCreditCard,False
38386,15789611,IsActiveMember,False
38387,15789611,hasChurned,True
38388,15789611,TenureOf,8
38389,15789611,hasEstimatedSalaryOf,64516.8
38390,15597709,hasCreditScoreOf,602
38391,15597709,hasGender,Female
38392,15597709,isAge,39
38393,15597709,inCountry,France
38394,15597709,hasBalance,154121.32
38395,15597709,hasNumberOfProducts,2
38396,15597709,hasCreditCard,True
38397,15597709,IsActiveMember,False
38398,15597709,hasChurned,True
38399,15597709,TenureOf,6
38400,15597709,hasEstimatedSalaryOf,176614.86
38401,15815271,hasCreditScoreOf,755
38402,15815271,hasGender,Male
38403,15815271,isAge,43
38404,15815271,inCountry,Germany
38405,15815271,hasBalance,165048.5
38406,15815271,hasNumberOfProducts,3
38407,15815271,hasCreditCard,True
38408,15815271,IsActiveMember,False
38409,15815271,hasChurned,True
38410,15815271,TenureOf,6
38411,15815271,hasEstimatedSalaryOf,16929.41
38412,15671769,hasCreditScoreOf,624
38413,15671769,hasGender,Female
38414,15671769,isAge,71
38415,15671769,inCountry,France
38416,15671769,hasBalance,170252.05
38417,15671769,hasNumberOfProducts,3
38418,15671769,hasCreditCard,True
38419,15671769,IsActiveMember,True
38420,15671769,hasChurned,True
38421,15671769,TenureOf,4
38422,15671769,hasEstimatedSalaryOf,73679.59
38423,15730793,hasCreditScoreOf,699
38424,15730793,hasGender,Female
38425,15730793,isAge,54
38426,15730793,inCountry,Germany
38427,15730793,hasBalance,111009.32
38428,15730793,hasNumberOfProducts,1
38429,15730793,hasCreditCard,True
38430,15730793,IsActiveMember,True
38431,15730793,hasChurned,True
38432,15730793,TenureOf,3
38433,15730793,hasEstimatedSalaryOf,155905.79
38434,15719940,hasCreditScoreOf,628
38435,15719940,hasGender,Female
38436,15719940,isAge,51
38437,15719940,inCountry,Germany
38438,15719940,hasBalance,115280.49
38439,15719940,hasNumberOfProducts,2
38440,15719940,hasCreditCard,False
38441,15719940,IsActiveMember,False
38442,15719940,hasChurned,True
38443,15719940,TenureOf,10
38444,15719940,hasEstimatedSalaryOf,12628.61
38445,15571415,hasCreditScoreOf,805
38446,15571415,hasGender,Male
38447,15571415,isAge,56
38448,15571415,inCountry,Germany
38449,15571415,hasBalance,151802.29
38450,15571415,hasNumberOfProducts,1
38451,15571415,hasCreditCard,True
38452,15571415,IsActiveMember,False
38453,15571415,hasChurned,True
38454,15571415,TenureOf,6
38455,15571415,hasEstimatedSalaryOf,46791.09
38456,15600975,hasCreditScoreOf,556
38457,15600975,hasGender,Female
38458,15600975,isAge,54
38459,15600975,inCountry,France
38460,15600975,hasBalance,150005.38
38461,15600975,hasNumberOfProducts,1
38462,15600975,hasCreditCard,True
38463,15600975,IsActiveMember,False
38464,15600975,hasChurned,True
38465,15600975,TenureOf,4
38466,15600975,hasEstimatedSalaryOf,157015.5
38467,15763108,hasCreditScoreOf,600
38468,15763108,hasGender,Male
38469,15763108,isAge,53
38470,15763108,inCountry,Germany
38471,15763108,hasBalance,106261.63
38472,15763108,hasNumberOfProducts,1
38473,15763108,hasCreditCard,True
38474,15763108,IsActiveMember,False
38475,15763108,hasChurned,True
38476,15763108,TenureOf,7
38477,15763108,hasEstimatedSalaryOf,93629.66
38478,15644453,hasCreditScoreOf,606
38479,15644453,hasGender,Female
38480,15644453,isAge,41
38481,15644453,inCountry,Germany
38482,15644453,hasBalance,132670.53
38483,15644453,hasNumberOfProducts,1
38484,15644453,hasCreditCard,True
38485,15644453,IsActiveMember,False
38486,15644453,hasChurned,True
38487,15644453,TenureOf,4
38488,15644453,hasEstimatedSalaryOf,156476.36
38489,15783883,hasCreditScoreOf,753
38490,15783883,hasGender,Female
38491,15783883,isAge,38
38492,15783883,inCountry,Germany
38493,15783883,hasBalance,117314.92
38494,15783883,hasNumberOfProducts,1
38495,15783883,hasCreditCard,True
38496,15783883,IsActiveMember,False
38497,15783883,hasChurned,True
38498,15783883,TenureOf,1
38499,15783883,hasEstimatedSalaryOf,122021.33
38500,15787693,hasCreditScoreOf,559
38501,15787693,hasGender,Male
38502,15787693,isAge,38
38503,15787693,inCountry,Spain
38504,15787693,hasBalance,145874.35
38505,15787693,hasNumberOfProducts,1
38506,15787693,hasCreditCard,True
38507,15787693,IsActiveMember,False
38508,15787693,hasChurned,True
38509,15787693,TenureOf,3
38510,15787693,hasEstimatedSalaryOf,56311.39
38511,15642391,hasCreditScoreOf,621
38512,15642391,hasGender,Male
38513,15642391,isAge,51
38514,15642391,inCountry,Germany
38515,15642391,hasBalance,109978.83
38516,15642391,hasNumberOfProducts,1
38517,15642391,hasCreditCard,False
38518,15642391,IsActiveMember,False
38519,15642391,hasChurned,True
38520,15642391,TenureOf,4
38521,15642391,hasEstimatedSalaryOf,177740.58
38522,15815040,hasCreditScoreOf,552
38523,15815040,hasGender,Female
38524,15815040,isAge,42
38525,15815040,inCountry,Germany
38526,15815040,hasBalance,103362.14
38527,15815040,hasNumberOfProducts,1
38528,15815040,hasCreditCard,False
38529,15815040,IsActiveMember,True
38530,15815040,hasChurned,True
38531,15815040,TenureOf,8
38532,15815040,hasEstimatedSalaryOf,186869.58
38533,15788776,hasCreditScoreOf,588
38534,15788776,hasGender,Male
38535,15788776,isAge,49
38536,15788776,inCountry,Germany
38537,15788776,hasBalance,132623.76
38538,15788776,hasNumberOfProducts,3
38539,15788776,hasCreditCard,True
38540,15788776,IsActiveMember,False
38541,15788776,hasChurned,True
38542,15788776,TenureOf,6
38543,15788776,hasEstimatedSalaryOf,36292.94
38544,15765257,hasCreditScoreOf,564
38545,15765257,hasGender,Male
38546,15765257,isAge,31
38547,15765257,inCountry,Spain
38548,15765257,hasBalance,121461.87
38549,15765257,hasNumberOfProducts,1
38550,15765257,hasCreditCard,True
38551,15765257,IsActiveMember,True
38552,15765257,hasChurned,True
38553,15765257,TenureOf,5
38554,15765257,hasEstimatedSalaryOf,20432.09
38555,15694666,hasCreditScoreOf,707
38556,15694666,hasGender,Male
38557,15694666,isAge,48
38558,15694666,inCountry,Spain
38559,15694666,hasBalance,88441.64
38560,15694666,hasNumberOfProducts,1
38561,15694666,hasCreditCard,True
38562,15694666,IsActiveMember,True
38563,15694666,hasChurned,True
38564,15694666,TenureOf,8
38565,15694666,hasEstimatedSalaryOf,119903.2
38566,15689781,hasCreditScoreOf,826
38567,15689781,hasGender,Female
38568,15689781,isAge,49
38569,15689781,inCountry,France
38570,15689781,hasBalance,0.0
38571,15689781,hasNumberOfProducts,1
38572,15689781,hasCreditCard,False
38573,15689781,IsActiveMember,False
38574,15689781,hasChurned,True
38575,15689781,TenureOf,0
38576,15689781,hasEstimatedSalaryOf,178709.98
38577,15809837,hasCreditScoreOf,430
38578,15809837,hasGender,Female
38579,15809837,isAge,66
38580,15809837,inCountry,Germany
38581,15809837,hasBalance,135392.31
38582,15809837,hasNumberOfProducts,2
38583,15809837,hasCreditCard,True
38584,15809837,IsActiveMember,True
38585,15809837,hasChurned,True
38586,15809837,TenureOf,6
38587,15809837,hasEstimatedSalaryOf,172852.06
38588,15654859,hasCreditScoreOf,612
38589,15654859,hasGender,Female
38590,15654859,isAge,63
38591,15654859,inCountry,Spain
38592,15654859,hasBalance,131629.17
38593,15654859,hasNumberOfProducts,2
38594,15654859,hasCreditCard,True
38595,15654859,IsActiveMember,False
38596,15654859,hasChurned,True
38597,15654859,TenureOf,2
38598,15654859,hasEstimatedSalaryOf,122109.58
38599,15577515,hasCreditScoreOf,554
38600,15577515,hasGender,Female
38601,15577515,isAge,55
38602,15577515,inCountry,Germany
38603,15577515,hasBalance,108477.27
38604,15577515,hasNumberOfProducts,1
38605,15577515,hasCreditCard,False
38606,15577515,IsActiveMember,True
38607,15577515,hasChurned,True
38608,15577515,TenureOf,0
38609,15577515,hasEstimatedSalaryOf,140003.0
38610,15737998,hasCreditScoreOf,529
38611,15737998,hasGender,Male
38612,15737998,isAge,46
38613,15737998,inCountry,France
38614,15737998,hasBalance,0.0
38615,15737998,hasNumberOfProducts,1
38616,15737998,hasCreditCard,False
38617,15737998,IsActiveMember,False
38618,15737998,hasChurned,True
38619,15737998,TenureOf,8
38620,15737998,hasEstimatedSalaryOf,126511.94
38621,15609070,hasCreditScoreOf,515
38622,15609070,hasGender,Male
38623,15609070,isAge,45
38624,15609070,inCountry,Germany
38625,15609070,hasBalance,120961.5
38626,15609070,hasNumberOfProducts,3
38627,15609070,hasCreditCard,True
38628,15609070,IsActiveMember,True
38629,15609070,hasChurned,True
38630,15609070,TenureOf,7
38631,15609070,hasEstimatedSalaryOf,39288.11
38632,15591010,hasCreditScoreOf,434
38633,15591010,hasGender,Male
38634,15591010,isAge,55
38635,15591010,inCountry,Germany
38636,15591010,hasBalance,109339.17
38637,15591010,hasNumberOfProducts,2
38638,15591010,hasCreditCard,True
38639,15591010,IsActiveMember,False
38640,15591010,hasChurned,True
38641,15591010,TenureOf,8
38642,15591010,hasEstimatedSalaryOf,96405.88
38643,15798895,hasCreditScoreOf,525
38644,15798895,hasGender,Female
38645,15798895,isAge,59
38646,15798895,inCountry,France
38647,15798895,hasBalance,55328.4
38648,15798895,hasNumberOfProducts,1
38649,15798895,hasCreditCard,True
38650,15798895,IsActiveMember,False
38651,15798895,hasChurned,True
38652,15798895,TenureOf,6
38653,15798895,hasEstimatedSalaryOf,83342.73
38654,15709252,hasCreditScoreOf,616
38655,15709252,hasGender,Female
38656,15709252,isAge,28
38657,15709252,inCountry,Germany
38658,15709252,hasBalance,105173.99
38659,15709252,hasNumberOfProducts,1
38660,15709252,hasCreditCard,False
38661,15709252,IsActiveMember,True
38662,15709252,hasChurned,True
38663,15709252,TenureOf,10
38664,15709252,hasEstimatedSalaryOf,29835.37
38665,15621423,hasCreditScoreOf,736
38666,15621423,hasGender,Female
38667,15621423,isAge,42
38668,15621423,inCountry,France
38669,15621423,hasBalance,117280.23
38670,15621423,hasNumberOfProducts,3
38671,15621423,hasCreditCard,False
38672,15621423,IsActiveMember,False
38673,15621423,hasChurned,True
38674,15621423,TenureOf,7
38675,15621423,hasEstimatedSalaryOf,41921.06
38676,15664615,hasCreditScoreOf,689
38677,15664615,hasGender,Female
38678,15664615,isAge,30
38679,15664615,inCountry,Germany
38680,15664615,hasBalance,136650.89
38681,15664615,hasNumberOfProducts,1
38682,15664615,hasCreditCard,True
38683,15664615,IsActiveMember,True
38684,15664615,hasChurned,True
38685,15664615,TenureOf,5
38686,15664615,hasEstimatedSalaryOf,41865.72
38687,15788131,hasCreditScoreOf,653
38688,15788131,hasGender,Male
38689,15788131,isAge,47
38690,15788131,inCountry,France
38691,15788131,hasBalance,0.0
38692,15788131,hasNumberOfProducts,1
38693,15788131,hasCreditCard,True
38694,15788131,IsActiveMember,False
38695,15788131,hasChurned,True
38696,15788131,TenureOf,6
38697,15788131,hasEstimatedSalaryOf,50695.93
38698,15638989,hasCreditScoreOf,711
38699,15638989,hasGender,Female
38700,15638989,isAge,25
38701,15638989,inCountry,France
38702,15638989,hasBalance,190066.54
38703,15638989,hasNumberOfProducts,1
38704,15638989,hasCreditCard,False
38705,15638989,IsActiveMember,False
38706,15638989,hasChurned,True
38707,15638989,TenureOf,5
38708,15638989,hasEstimatedSalaryOf,51345.39
38709,15623210,hasCreditScoreOf,484
38710,15623210,hasGender,Female
38711,15623210,isAge,55
38712,15623210,inCountry,Germany
38713,15623210,hasBalance,149349.58
38714,15623210,hasNumberOfProducts,3
38715,15623210,hasCreditCard,False
38716,15623210,IsActiveMember,False
38717,15623210,hasChurned,True
38718,15623210,TenureOf,8
38719,15623210,hasEstimatedSalaryOf,137519.92
38720,15730287,hasCreditScoreOf,679
38721,15730287,hasGender,Male
38722,15730287,isAge,41
38723,15730287,inCountry,France
38724,15730287,hasBalance,147726.98
38725,15730287,hasNumberOfProducts,3
38726,15730287,hasCreditCard,True
38727,15730287,IsActiveMember,False
38728,15730287,hasChurned,True
38729,15730287,TenureOf,8
38730,15730287,hasEstimatedSalaryOf,172749.4
38731,15761554,hasCreditScoreOf,581
38732,15761554,hasGender,Male
38733,15761554,isAge,54
38734,15761554,inCountry,France
38735,15761554,hasBalance,89299.81
38736,15761554,hasNumberOfProducts,1
38737,15761554,hasCreditCard,False
38738,15761554,IsActiveMember,False
38739,15761554,hasChurned,True
38740,15761554,TenureOf,4
38741,15761554,hasEstimatedSalaryOf,5558.47
38742,15729771,hasCreditScoreOf,799
38743,15729771,hasGender,Male
38744,15729771,isAge,31
38745,15729771,inCountry,Germany
38746,15729771,hasBalance,154586.92
38747,15729771,hasNumberOfProducts,1
38748,15729771,hasCreditCard,False
38749,15729771,IsActiveMember,True
38750,15729771,hasChurned,True
38751,15729771,TenureOf,9
38752,15729771,hasEstimatedSalaryOf,88604.89
38753,15566495,hasCreditScoreOf,704
38754,15566495,hasGender,Female
38755,15566495,isAge,24
38756,15566495,inCountry,Spain
38757,15566495,hasBalance,0.0
38758,15566495,hasNumberOfProducts,1
38759,15566495,hasCreditCard,True
38760,15566495,IsActiveMember,False
38761,15566495,hasChurned,True
38762,15566495,TenureOf,2
38763,15566495,hasEstimatedSalaryOf,35600.25
38764,15707602,hasCreditScoreOf,539
38765,15707602,hasGender,Female
38766,15707602,isAge,47
38767,15707602,inCountry,France
